date,AAPL,ACN,AMD,AMZN,BAC,BLK,COST,CVS,DIS,DPZ,F,GILD,INTU,JD,JPM,KO,LUV,MA,MCD,MSFT,NAT,NVDA,PBI,PFE,SBUX,SPY,TGT,TM,TSLA,UL,UNH,WMT,XOM
2024-06-28,209.00357055664062,296.6255798339844,162.2100067138672,193.25,38.40434646606445,763.1870727539062,843.255126953125,54.936466217041016,97.32172393798828,504.6864318847656,11.220229148864746,65.57489013671875,649.705078125,25.10002326965332,194.8968048095703,60.9427375793457,27.682422637939453,436.7534484863281,246.1102294921875,440.9875793457031,3.604641914367676,123.48714447021484,4.822620391845703,24.91805076599121,74.43756103515625,534.4595947265625,138.26832580566406,198.15316772460938,197.8800048828125,58.47395324707031,493.3715515136719,66.72954559326172,108.53641510009766
2024-07-01,215.08651733398438,295.7847900390625,157.69000244140625,197.1999969482422,38.6360969543457,758.2918090820312,838.96923828125,54.089996337890625,96.09650421142578,493.9539794921875,11.417073249816895,65.60356903076172,643.338623046875,25.051456451416016,197.97068786621094,60.58847427368164,27.198633193969727,433.23883056640625,241.42637634277344,450.6371154785156,3.604641914367676,124.246826171875,5.648540496826172,25.131784439086914,73.7491226196289,535.5596313476562,136.12013244628906,196.93507385253906,209.86000061035156,58.16557693481445,479.21734619140625,66.50288391113281,108.38556671142578
2024-07-02,218.5795135498047,297.0361633300781,164.30999755859375,200.0,39.52450942993164,764.9415893554688,852.5508422851562,53.50398635864258,96.04749298095703,481.501220703125,11.515497207641602,65.37419128417969,648.7263793945312,25.342864990234375,201.22764587402344,60.46400451660156,27.37279510498047,440.20855712890625,239.30174255371094,453.153076171875,3.604641914367676,122.61751556396484,5.933341026306152,24.784465789794922,73.46227264404297,539.1637573242188,135.793212890625,199.35194396972656,231.25999450683594,58.29317855834961,482.6953125,67.08433532714844,107.6501693725586
2024-07-03,219.84967041015625,298.9132385253906,163.89999389648438,197.58999633789062,39.495540618896484,764.931884765625,855.82470703125,52.741241455078125,96.65520477294922,486.1148681640625,11.515497207641602,63.644248962402344,652.3643798828125,26.100528717041016,201.09274291992188,60.636348724365234,27.65339469909668,443.70330810546875,241.43601989746094,454.62322998046875,3.5955851078033447,128.22511291503906,5.942834854125977,24.66869354248047,72.9172592163086,541.5698852539062,135.24215698242188,199.39059448242188,246.38999938964844,58.47395324707031,474.60589599609375,67.25186920166016,108.19700622558594
2024-07-05,224.60292053222656,292.45111083984375,171.89999389648438,200.0,39.022369384765625,766.3665161132812,878.65234375,52.66682434082031,96.04749298095703,482.5959777832031,11.488656997680664,63.739837646484375,661.11328125,25.993677139282227,198.4281463623047,61.048057556152344,26.066566467285156,445.0002136230469,242.48867797851562,461.3226318359375,3.4869022369384766,125.77616882324219,6.0377678871154785,24.980390548706055,72.71646118164062,544.6927490234375,136.0360565185547,199.5839385986328,251.52000427246094,59.00563049316406,472.7845153808594,69.02581787109375,106.88651275634766
2024-07-08,226.07156372070312,292.7737121582031,178.69000244140625,199.2899932861328,39.22514724731445,765.9691162109375,873.8607177734375,52.917972564697266,95.8801040649414,489.04718017578125,11.613920211791992,64.5617904663086,652.0480346679688,25.71198081970215,198.79637145996094,60.282081604003906,26.463274002075195,441.7826843261719,239.3596954345703,460.0202331542969,3.414447546005249,128.1451416015625,6.113714694976807,24.87352180480957,71.30134582519531,545.3213500976562,138.90341186523438,198.12417602539062,252.94000244140625,59.36716842651367,474.0730285644531,68.6710205078125,105.7645492553711
2024-07-09,226.92494201660156,291.3952331542969,177.10000610351562,199.33999633789062,39.9976806640625,777.6884765625,879.8229370117188,53.59700393676758,95.56499481201172,467.0545959472656,11.542341232299805,64.76249694824219,642.9925537109375,26.051958084106445,201.17994689941406,60.023563385009766,26.579383850097656,440.9101867675781,237.39923095703125,453.40966796875,3.3691632747650146,131.3238067626953,6.0472612380981445,24.68650245666504,69.56111907958984,545.8515625,137.8573455810547,194.96292114257812,262.3299865722656,59.069427490234375,476.756591796875,68.8878402709961,104.59546661376953
2024-07-10,231.19195556640625,288.83380126953125,183.9600067138672,199.7899932861328,40.30669021606445,787.110595703125,877.3031616210938,53.5132942199707,95.48621368408203,467.2109069824219,11.78392505645752,65.70870971679688,626.480224609375,25.993677139282227,201.34466552734375,60.157615661621094,26.734193801879883,429.9444274902344,241.9092559814453,460.0301513671875,3.3872768878936768,134.85227966308594,5.828914165496826,25.247562408447266,69.3316421508789,551.2529907226562,136.4656982421875,199.03289794921875,263.260009765625,60.122154235839844,485.3014221191406,69.39046478271484,105.51942443847656
2024-07-11,225.823486328125,292.60443115234375,181.94000244140625,195.0500030517578,40.37429428100586,799.5860595703125,839.8820190429688,54.14580535888672,95.12187957763672,462.42144775390625,12.052351951599121,66.8747329711914,623.0846557617188,27.81012535095215,201.0055389404297,60.4161262512207,26.09559440612793,432.7007141113281,246.07159423828125,448.6342468261719,3.42350435256958,127.34550476074219,6.2656073570251465,25.523635864257812,70.08700561523438,546.499755859375,141.40650939941406,196.95440673828125,241.02999877929688,60.21786117553711,488.6243896484375,68.7892837524414,106.77336883544922
2024-07-12,228.77069091796875,305.0159912109375,181.61000061035156,194.49000549316406,40.16184616088867,802.591064453125,836.2212524414062,54.88064956665039,95.64376068115234,480.39678955078125,12.553413391113281,66.86518096923828,635.4987182617188,27.3438720703125,198.57350158691406,60.99060821533203,26.63743782043457,436.3592834472656,245.202392578125,447.49951171875,3.3872768878936768,129.18470764160156,6.370034694671631,25.755184173583984,71.54993438720703,549.94677734375,142.7608184814453,200.68603515625,248.22999572753906,61.259944915771484,495.5707702636719,68.23739624023438,106.7922134399414
